kind,run,exit,elapsed_ns
seam,1,0,1162125
seam,2,0,923692
seam,3,0,901003
seam,4,0,887314
seam,5,0,881044
seam,6,0,857775
seam,7,0,890603
seam,8,0,851335
seam,9,0,867804
seam,10,0,883983
seam,11,0,923062
seam,12,0,862154
seam,13,0,854124
seam,14,0,859924
seam,15,0,939641
seam,16,0,857524
seam,17,0,1344630
seam,18,0,914462
seam,19,0,1304811
seam,20,0,915153
seam,21,0,904433
seam,22,0,866654
seam,23,0,932552
seam,24,0,861574
seam,25,0,883284
seam,26,0,848875
seam,27,0,856424
seam,28,0,847864
seam,29,0,857445
seam,30,0,850694
seam,31,0,849064
seam,32,0,901483
seam,33,0,832325
seam,34,0,858354
seam,35,0,847725
seam,36,0,853584
seam,37,0,849035
seam,38,0,848234
seam,39,0,1378559
seam,40,0,884603
seam,41,0,835135
seam,42,0,1137466
seam,43,0,1216424
seam,44,0,978670
seam,45,0,893704
seam,46,0,858435
seam,47,0,831515
seam,48,0,839605
seam,49,0,890954
seam,50,0,891073
seam,51,0,840765
seam,52,0,828835
seam,53,0,830265
seam,54,0,826705
seam,55,0,830595
seam,56,0,832785
seam,57,0,825225
seam,58,0,831785
seam,59,0,833075
seam,60,0,829515
seam,61,0,838565
seam,62,0,826465
seam,63,0,830755
seam,64,0,830035
seam,65,0,832865
seam,66,0,829636
seam,67,0,829705
seam,68,0,828075
seam,69,0,827765
seam,70,0,836645
seam,71,0,829905
seam,72,0,892284
seam,73,0,836415
seam,74,0,820256
seam,75,0,836215
seam,76,0,821455
seam,77,0,881684
seam,78,0,837655
seam,79,0,822165
seam,80,0,826665
seam,81,0,820965
seam,82,0,830455
seam,83,0,822905
seam,84,0,933902
seam,85,0,1029539
seam,86,0,823875
seam,87,0,824835
seam,88,0,897043
seam,89,0,832365
seam,90,0,826155
seam,91,0,832055
seam,92,0,963951
seam,93,0,822126
seam,94,0,829255
seam,95,0,882314
seam,96,0,828725
seam,97,0,837635
seam,98,0,825236
seam,99,0,1300531
seam,100,0,906483
seam,101,0,888444
seam,102,0,837325
seam,103,0,819205
seam,104,0,894584
seam,105,0,829025
seam,106,0,831255
seam,107,0,898563
seam,108,0,859995
seam,109,0,838125
seam,110,0,851285
seam,111,0,844325
seam,112,0,845395
seam,113,0,1200974
seam,114,0,898273
seam,115,0,843885
seam,116,0,846894
seam,117,0,843435
seam,118,0,842855
seam,119,0,826575
seam,120,0,843045
seam,121,0,833745
seam,122,0,839435
seam,123,0,828466
seam,124,0,870044
seam,125,0,827406
seam,126,0,829655
seam,127,0,899743
seam,128,0,823635
seam,129,0,837945
seam,130,0,828446
seam,131,0,867424
seam,132,0,842114
seam,133,0,821216
seam,134,0,877124
seam,135,0,823125
seam,136,0,831815
seam,137,0,901493
seam,138,0,822155
seam,139,0,827715
seam,140,0,816476
seam,141,0,874203
seam,142,0,829645
seam,143,0,829935
seam,144,0,830065
seam,145,0,875094
seam,146,0,831725
seam,147,0,820116
seam,148,0,1237073
seam,149,0,890114
seam,150,0,851935
seam,151,0,854924
seam,152,0,849664
seam,153,0,864154
seam,154,0,863434
seam,155,0,839615
seam,156,0,829005
seam,157,0,885433
seam,158,0,832025
seam,159,0,827015
seam,160,0,826685
seam,161,0,832206
seam,162,0,820235
seam,163,0,833015
seam,164,0,830795
seam,165,0,832615
seam,166,0,893053
seam,167,0,825206
seam,168,0,841854
seam,169,0,830265
seam,170,0,867154
seam,171,0,843105
seam,172,0,826645
seam,173,0,864584
seam,174,0,824335
seam,175,0,834215
seam,176,0,823125
seam,177,0,819255
seam,178,0,828055
seam,179,0,826325
seam,180,0,876734
seam,181,0,828735
seam,182,0,823796
seam,183,0,830085
seam,184,0,818505
seam,185,0,824315
seam,186,0,870774
seam,187,0,919583
seam,188,0,821055
seam,189,0,825345
seam,190,0,831745
seam,191,0,898563
seam,192,0,821645
seam,193,0,826066
seam,194,0,870974
seam,195,0,824725
seam,196,0,822105
seam,197,0,821865
seam,198,0,891333
seam,199,0,833705
seam,200,0,829175
seam,201,0,822715
seam,202,0,873264
seam,203,0,819376
seam,204,0,814965
seam,205,0,819926
seam,206,0,826586
seam,207,0,830655
seam,208,0,826045
seam,209,0,885904
seam,210,0,827235
seam,211,0,820646
seam,212,0,819965
seam,213,0,831595
seam,214,0,830825
seam,215,0,823505
seam,216,0,879634
seam,217,0,826925
seam,218,0,825516
seam,219,0,821915
seam,220,0,879674
seam,221,0,833285
seam,222,0,832136
seam,223,0,898403
seam,224,0,827595
seam,225,0,874154
seam,226,0,831995
seam,227,0,832895
seam,228,0,820195
seam,229,0,829695
seam,230,0,875253
seam,231,0,821876
seam,232,0,820135
seam,233,0,830165
seam,234,0,825045
seam,235,0,827885
seam,236,0,880683
seam,237,0,827765
seam,238,0,822435
seam,239,0,812005
seam,240,0,896863
seam,241,0,835115
seam,242,0,828636
seam,243,0,825055
seam,244,0,944822
seam,245,0,824275
seam,246,0,823155
seam,247,0,972551
seam,248,0,868434
seam,249,0,853164
seam,250,0,852614
seam,251,0,874074
seam,252,0,859395
seam,253,0,866514
seam,254,0,917323
seam,255,0,845815
seam,256,0,853434
seam,257,0,1068288
seam,258,0,853134
seam,259,0,852665
seam,260,0,837115
seam,261,0,832815
seam,262,0,835995
seam,263,0,853824
seam,264,0,878004
seam,265,0,825525
seam,266,0,826415
seam,267,0,844505
seam,268,0,827115
seam,269,0,835565
seam,270,0,847255
seam,271,0,878934
seam,272,0,972401
seam,273,0,989890
seam,274,0,936722
seam,275,0,880934
seam,276,0,865494
seam,277,0,867174
seam,278,0,863784
seam,279,0,847805
seam,280,0,856354
