traversal-root	1	2161878	2026-07-19T04:11:33,875066755-07:00	2026-07-19T04:11:33,877416670-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	2	2161887	2026-07-19T04:11:33,880148783-07:00	2026-07-19T04:11:33,882015234-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	3	2161896	2026-07-19T04:11:33,884592012-07:00	2026-07-19T04:11:33,886472602-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	4	2161905	2026-07-19T04:11:33,888976383-07:00	2026-07-19T04:11:33,890871152-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	5	2161914	2026-07-19T04:11:33,893127841-07:00	2026-07-19T04:11:33,895024950-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	6	2161923	2026-07-19T04:11:33,897259589-07:00	2026-07-19T04:11:33,899474469-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	7	2161932	2026-07-19T04:11:33,902238751-07:00	2026-07-19T04:11:33,904110871-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	8	2161941	2026-07-19T04:11:33,906826845-07:00	2026-07-19T04:11:33,908782293-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	9	2161950	2026-07-19T04:11:33,911638072-07:00	2026-07-19T04:11:33,914378125-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	10	2161959	2026-07-19T04:11:33,916935923-07:00	2026-07-19T04:11:33,918909071-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	11	2161968	2026-07-19T04:11:33,921374102-07:00	2026-07-19T04:11:33,923247643-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	12	2161977	2026-07-19T04:11:33,925549950-07:00	2026-07-19T04:11:33,928060050-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	13	2161986	2026-07-19T04:11:33,930565080-07:00	2026-07-19T04:11:33,932495059-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	14	2161995	2026-07-19T04:11:33,934901142-07:00	2026-07-19T04:11:33,936968967-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	15	2162004	2026-07-19T04:11:33,939456807-07:00	2026-07-19T04:11:33,941832842-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	16	2162013	2026-07-19T04:11:33,944358202-07:00	2026-07-19T04:11:33,946258371-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	17	2162022	2026-07-19T04:11:33,948597167-07:00	2026-07-19T04:11:33,950512366-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	18	2162031	2026-07-19T04:11:33,952971788-07:00	2026-07-19T04:11:33,955258705-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
