2026-07-19T04:11:33,557329877-07:00	sudo-check	pid=2161597	sudo -n true 
2026-07-19T04:11:33,627772678-07:00	allocate-main	pid=2161597	fallocate -l 1G /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-1g.btrfs 
2026-07-19T04:11:33,633398089-07:00	allocate-cross	pid=2161597	fallocate -l 1G /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/cross-1g.btrfs 
2026-07-19T04:11:33,636591477-07:00	losetup-main	pid=2161597	sudo -n losetup --find --show /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-1g.btrfs 
2026-07-19T04:11:33,644626032-07:00	losetup-cross	pid=2161597	sudo -n losetup --find --show /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/cross-1g.btrfs 
2026-07-19T04:11:33,651380427-07:00	mkfs-main	pid=2161597	sudo -n mkfs.btrfs -f -L HL05S-nimo1-M /dev/loop0 
2026-07-19T04:11:33,706646120-07:00	mkfs-cross	pid=2161597	sudo -n mkfs.btrfs -f -L HL05S-nimo1-X /dev/loop1 
2026-07-19T04:11:33,749911484-07:00	mount-main	pid=2161597	sudo -n mount -t btrfs -o noatime /dev/loop0 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount 
2026-07-19T04:11:33,818496913-07:00	mount-cross-root	pid=2161597	sudo -n mount -t btrfs -o noatime /dev/loop1 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/cross-root 
2026-07-19T04:11:33,875438763-07:00	traversal-root-1	pid=2161597	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root/../candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 261 halofpx-l05s-attack-nimo1 1 
