traversal-root	1	2163299	2026-07-19T04:16:22,256466537-07:00	2026-07-19T04:16:22,258432464-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	2	2163308	2026-07-19T04:16:22,261209936-07:00	2026-07-19T04:16:22,263608230-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	3	2163317	2026-07-19T04:16:22,265982985-07:00	2026-07-19T04:16:22,267822066-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	4	2163326	2026-07-19T04:16:22,270220420-07:00	2026-07-19T04:16:22,272306403-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	5	2163335	2026-07-19T04:16:22,274794814-07:00	2026-07-19T04:16:22,277025733-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	6	2163344	2026-07-19T04:16:22,279704678-07:00	2026-07-19T04:16:22,281918538-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	7	2163353	2026-07-19T04:16:22,284144197-07:00	2026-07-19T04:16:22,286110265-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	8	2163362	2026-07-19T04:16:22,288588296-07:00	2026-07-19T04:16:22,290442167-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	9	2163371	2026-07-19T04:16:22,292858370-07:00	2026-07-19T04:16:22,294760340-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	10	2163380	2026-07-19T04:16:22,297139224-07:00	2026-07-19T04:16:22,299034224-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	11	2163389	2026-07-19T04:16:22,301329371-07:00	2026-07-19T04:16:22,303213241-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	12	2163398	2026-07-19T04:16:22,305417661-07:00	2026-07-19T04:16:22,307255173-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	13	2163407	2026-07-19T04:16:22,309463542-07:00	2026-07-19T04:16:22,311291974-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	14	2163416	2026-07-19T04:16:22,313740427-07:00	2026-07-19T04:16:22,315563809-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	15	2163425	2026-07-19T04:16:22,317988211-07:00	2026-07-19T04:16:22,319799474-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	16	2163434	2026-07-19T04:16:22,322231177-07:00	2026-07-19T04:16:22,324062278-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	17	2163443	2026-07-19T04:16:22,326404184-07:00	2026-07-19T04:16:22,328255085-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	18	2163452	2026-07-19T04:16:22,330731926-07:00	2026-07-19T04:16:22,332549679-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	19	2163461	2026-07-19T04:16:22,334944393-07:00	2026-07-19T04:16:22,336837322-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	20	2163470	2026-07-19T04:16:22,339215117-07:00	2026-07-19T04:16:22,341108457-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-root	21	2163479	2026-07-19T04:16:22,343451242-07:00	2026-07-19T04:16:22,345358912-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
traversal-fixture	22	2163488	2026-07-19T04:16:22,347751255-07:00	2026-07-19T04:16:22,349639495-07:00	0	0f9233145ea1292404b0fa86f5e7855d6858189fc8f8ecea48237db1f237d189
