2026-07-19T04:16:22,256836155-07:00	traversal-root-1	pid=2163262	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root/../candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 263 halofpx-l05s-final-nimo1 1 
2026-07-19T04:16:22,261591224-07:00	traversal-fixture-2	pid=2163262	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture/../fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 263 halofpx-l05s-final-nimo1 1 
2026-07-19T04:16:22,266374282-07:00	traversal-root-3	pid=2163262	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root/../candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 263 halofpx-l05s-final-nimo1 1 
2026-07-19T04:16:22,270798001-07:00	traversal-fixture-4	pid=2163262	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture/../fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 263 halofpx-l05s-final-nimo1 1 
2026-07-19T04:16:22,275193522-07:00	traversal-root-5	pid=2163262	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root/../candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 263 halofpx-l05s-final-nimo1 1 
2026-07-19T04:16:22,280099446-07:00	traversal-fixture-6	pid=2163262	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture/../fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 263 halofpx-l05s-final-nimo1 1 
2026-07-19T04:16:22,284541575-07:00	traversal-root-7	pid=2163262	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root/../candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 263 halofpx-l05s-final-nimo1 1 
2026-07-19T04:16:22,288968434-07:00	traversal-fixture-8	pid=2163262	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture/../fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 263 halofpx-l05s-final-nimo1 1 
2026-07-19T04:16:22,293248858-07:00	traversal-root-9	pid=2163262	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root/../candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 263 halofpx-l05s-final-nimo1 1 
2026-07-19T04:16:22,297514872-07:00	traversal-fixture-10	pid=2163262	/var/tmp/halofpx-qualification/l05s-preinit-20260719-nimo1/build-release/bin/test-halofpx-context-store-registry-lab-linux-preinit --launch-qualify invalid_request /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent 125 257 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/candidate-root 125 258 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 /var/tmp/halofpx-l05s-attack-20260719T2130-nimo1/main-mount/lab-parent/fixture/../fixture 125 259 62 1000 700 aa8d22853ce14a10aeb51109245ad61a 162cdb5e11c84aca89d4bd90b63b8dd6 125 263 halofpx-l05s-final-nimo1 1 
