M	common/arg.cpp
M	common/download.cpp
M	common/download.h
M	ggml/CMakeLists.txt
M	ggml/src/ggml-blas/ggml-blas.cpp
M	ggml/src/ggml-opencl/ggml-opencl.cpp
M	ggml/src/ggml-opencl/kernels/gemm_moe_mxfp4_q8_1_dp4a.cl
M	ggml/src/ggml-opencl/kernels/gemm_moe_q4_0_q8_1_dp4a.cl
M	ggml/src/ggml-opencl/kernels/gemm_moe_q4_k_q8_1_dp4a.cl
M	ggml/src/ggml-opencl/kernels/gemm_moe_q6_k_q8_1_dp4a.cl
M	ggml/src/ggml-opencl/kernels/gemm_moe_q8_1_dp4a.cl
M	ggml/src/ggml-opencl/kernels/gemm_noshuffle_q4_k_f32.cl
M	ggml/src/ggml-opencl/kernels/gemm_noshuffle_q4_k_q8_1_dp4a.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q4_k_f32.cl
M	scripts/sync-ggml.last
M	tests/test-backend-ops.cpp
M	tools/cli/README.md
M	tools/completion/README.md
M	tools/server/README.md
